Type.hybrid.1,MMI.hybrid,Replicate,SampleDate,StationID
NA,1.195137838,1,5.28.14,514FC1278
Reference,0.964954317,1,8.13.14,514ICEUPx
Reference,1.087575455,1,8.18.11,514LNCASC
Reference,0.920916044,2,8.18.11,514LNCASC
Reference,0.942693827,1,8.30.11,514LNCASC
Intermediate,1.248664458,1,10.29.14,514PCAPCR
Reference,1.163691584,1,10.29.14,514PCASMR
Intermediate,1.176169117,1,8.13.08,514PS0019
Stressed,0.868728059,1,7.8.08,514PS0084
Intermediate,1.078010975,1,7.18.12,514PS0099
Reference,1.101935703,1,7.28.14,514PS0131
Stressed,0.783226228,1,7.16.12,514PS0351
Reference,1.195261559,1,8.17.11,514SBCAMR
Reference,0.978006685,1,8.29.11,514SBCAMR
Reference,0.982740287,1,7.24.08,514SCCAAR
Reference,0.778662901,1,7.28.14,514SFA222
Reference,0.841258935,1,9.11.14,514SSC190
NA,1.236113676,1,6.23.14,515CR1050
Stressed,0.781901252,1,9.24.08,515PS0106
Stressed,0.854518448,2,9.24.08,515PS0106
Stressed,1.158573538,1,9.7.11,515PS0410
Intermediate,1.10923455,1,7.7.11,515PS0430
Intermediate,1.132951852,2,7.7.11,515PS0430
Stressed,1.027553806,1,6.14.12,515PS0490
Stressed,0.93740601,1,6.10.13,515PS0622
Stressed,1.084136659,1,8.11.08,516PS0014
Intermediate,1.030020573,1,9.21.11,516PS0287
Intermediate,1.116576862,1,6.28.12,516PS0324
Intermediate,1.017149954,2,6.28.12,516PS0324
Intermediate,1.092886328,1,7.31.12,516PS0324
Intermediate,1.006881154,1,8.6.13,516PS0516
Stressed,0.84386184,1,8.7.13,516PS0543
NA,1.149760993,1,6.17.14,517FC1248
Reference,1.132134565,1,7.11.13,517FCA046
Reference,1.025740418,1,8.14.13,517FCA046
Intermediate,1.310827867,1,6.18.14,517FCA139
Stressed,1.016636875,1,7.10.13,517FCA222
Reference,1.071503136,1,8.12.08,517LCCAYB
Intermediate,0.951030957,1,7.28.13,517PLC130
Intermediate,0.943285015,1,7.22.09,517PS0030
Intermediate,1.012191507,1,7.1.09,517PS0039
Reference,1.056342267,1,7.28.10,517PS0054
Intermediate,1.090541192,1,9.8.10,517PS0061
Reference,1.149661476,1,9.20.11,517PS0074
Stressed,1.050627319,1,9.19.11,517PS0078
Intermediate,1.043481932,1,7.1.09,517PS0132
Intermediate,0.992787155,1,8.19.14,517SMC266
Reference,0.970313743,1,6.12.13,518BTCASC
Reference,0.93621281,1,7.12.12,518CHCANF
Reference,1.075204791,1,8.14.08,518CPCRCR
Reference,0.884563377,1,8.20.14,518CPCRCR
Reference,0.867630414,2,8.20.14,518CPCRCR
NA,1.062700926,1,9.16.13,518CR0909
NA,1.150196535,1,9.18.14,518FC1060
NA,0.999337451,1,7.29.14,518FC1350
Reference,1.174635322,1,8.12.13,518FCA075
Intermediate,1.014438579,1,7.14.14,518FRE265
Intermediate,0.886227378,1,8.18.14,518FRE277
Intermediate,1.074249589,1,6.17.13,518FRM117
Intermediate,1.041312638,1,7.29.13,518FRM117
Reference,0.925254568,1,6.30.14,518GZCUPx
Reference,1.112193325,1,8.20.08,518GZCUPx
Intermediate,0.92390476,1,8.19.14,518JSC273
Reference,1.030261796,1,8.15.11,518KNCAWC
Intermediate,1.018412018,1,7.15.14,518LCC233
Reference,0.900436405,1,7.15.14,518MLC181
Intermediate,1.035669936,1,7.28.08,518PS0001
Intermediate,1.216375203,1,8.19.08,518PS0001
Intermediate,0.993656229,1,8.19.08,518PS0017
Intermediate,1.027885287,1,6.30.09,518PS0029
Intermediate,1.033503843,1,7.22.09,518PS0029
Reference,1.190568332,1,6.29.09,518PS0033
Intermediate,0.999169606,1,7.21.09,518PS0045
Reference,1.022824829,1,8.16.11,518PS0073
Reference,1.03136693,1,8.1.12,518PS0089
Intermediate,1.069988553,1,9.25.12,518PS0089
Reference,0.765575624,1,9.24.12,518PS0093
Reference,1.187388588,1,7.9.12,518PS0113
Reference,0.95415428,2,7.9.12,518PS0113
Intermediate,1.052467812,1,6.18.13,518PS0125
Intermediate,0.95605074,1,7.29.13,518RCC169
Reference,1.001834617,1,10.21.09,518RCNAPC
Reference,1.042088485,1,5.20.09,518RCNAPC
Reference,1.030222141,1,6.16.09,518RCNAPC
Reference,1.12235,1,8.11.09,518RCNAPC
Reference,0.922714979,1,8.18.14,518RCNAPC
Reference,1.161324419,1,8.6.08,518RCNAPC
Reference,1.185430474,1,9.9.09,518RCNAPC
Reference,1.141564123,1,6.12.13,518SDCAHR
Reference,0.878308735,1,8.17.11,518SED086
Reference,1.001863634,1,9.26.12,518SNCABC
Reference,1.056640544,1,6.18.13,518SPC134
Reference,1.139978873,1,6.19.13,518WE0521
Intermediate,1.047041485,1,9.25.12,518WLCBCP
Reference,0.948868636,1,8.5.13,518WLCBWL
Reference,1.048523362,1,8.17.11,518YLCAFR
NA,1.167502999,1,7.22.13,519CR0904
Stressed,1.155307155,1,7.17.13,519CR0912
Stressed,1.136853328,1,7.9.08,519MNRASR
Stressed,0.625528466,1,6.26.08,519PS0002
Stressed,0.905313192,1,7.17.08,519PS0002
Stressed,0.224850335,1,7.22.09,519PS0002
Stressed,0.651632393,1,8.5.10,519PS0002
Stressed,1.016115322,1,7.7.08,519PS0134
Stressed,0.796844258,1,9.10.09,519PS0194
Intermediate,0.831233025,1,7.15.09,519PS0198
Intermediate,0.849535254,2,7.15.09,519PS0198
Stressed,0.809060408,1,7.23.09,519PS0253
Stressed,0.848016151,2,7.23.09,519PS0253
Intermediate,0.842638305,1,7.7.10,519PS0278
Intermediate,0.753945306,1,8.5.10,519PS0278
Stressed,0.946802233,1,7.28.10,519PS0290
Stressed,0.748139526,1,7.21.10,519PS0305
Stressed,0.660215073,1,7.8.10,519PS0322
Stressed,0.83144276,1,6.26.12,519PS0340
Stressed,0.54706523,1,7.28.10,519PS0390
Stressed,0.878633154,1,9.28.10,519PS0402
Stressed,0.908985341,2,9.28.10,519PS0402
Stressed,0.899314408,1,9.6.11,519PS0449
Stressed,0.738641609,2,9.6.11,519PS0449
Stressed,0.780363645,1,7.18.11,519PS0450
Stressed,0.823596235,1,6.26.12,519PS0514
Stressed,0.893016439,1,7.30.12,519PS0514
Stressed,0.855703579,1,6.25.12,519PS0534
Stressed,0.656180972,1,6.27.12,519PS0561
Stressed,0.660941922,2,6.27.12,519PS0561
Stressed,0.756731136,1,5.29.13,519PS0578
Stressed,0.700427434,2,5.29.13,519PS0578
Stressed,0.714629955,1,5.27.14,519PS0646
Stressed,0.944768578,1,7.9.08,519SCRAMR
Stressed,1.058205926,1,9.22.08,519SCRAMR
Stressed,1.243673955,1,7.15.13,520CR1010
Stressed,1.210529404,1,6.24.14,520FC1087
Stressed,0.907568335,1,6.24.14,520FC1108
Stressed,1.088016235,1,6.26.08,520PS0007
Stressed,1.085600591,1,7.8.08,520PS0007
Stressed,0.874613935,1,6.30.08,520PS0054
Stressed,1.173007401,1,7.31.08,520PS0071
Intermediate,0.986872415,1,7.29.09,520PS0135
Intermediate,0.805793882,2,7.29.09,520PS0135
Intermediate,1.134085377,1,8.23.10,520PS0199
Intermediate,1.135268936,2,8.23.10,520PS0199
Stressed,0.771963493,1,6.18.09,520PS0202
Intermediate,0.968081363,1,6.5.13,520PS0455
Intermediate,0.941902851,2,6.5.13,520PS0455
Intermediate,1.011806961,1,7.22.13,520PS0455
Intermediate,1.024492936,1,8.7.08,521BTCLBC
Stressed,1.271730703,1,8.13.13,521FCA170
Intermediate,0.939089447,1,7.6.10,521LCCBSR
Intermediate,1.250870628,1,6.16.14,521PS0663
Reference,1.014058514,1,6.9.14,522CE0027
Reference,0.898069609,1,9.24.09,522GSCBSC
Reference,1.050958659,1,9.18.08,522MFSCRB
Reference,1.047701007,2,9.18.08,522MFSCRB
Intermediate,0.877508368,1,9.20.12,522PS0430
Reference,1.057805884,1,6.11.13,522PS0504
Reference,1.129511759,2,6.11.13,522PS0504
Intermediate,0.918262724,1,9.4.13,522PS0643
Reference,1.134365863,1,8.10.11,523PS0172
Intermediate,0.996036564,1,9.9.10,523PS0222
Intermediate,0.740679345,1,8.6.12,523PS0414
Reference,1.010122409,1,10.5.09,523TMCATG
Intermediate,1.023124314,1,9.20.12,524PS0202
Intermediate,1.101059788,2,9.20.12,524PS0202
Reference,1.169044326,1,7.18.12,524PS0342
Intermediate,1.195738072,1,7.19.12,524PS0394
Reference,1.058955291,1,7.1.14,524PS0650
Reference,1.006978294,2,7.1.14,524PS0650
Reference,1.054777751,1,7.17.14,524PS0650
Intermediate,0.941068634,1,8.20.14,526ASC237
Intermediate,0.859308076,1,8.19.14,526ESCAMC
Intermediate,0.970973498,1,8.20.12,526ESCAMC
Intermediate,0.865229173,1,6.24.13,526HTC129
Reference,0.984636842,1,6.25.13,526PNCAMF
Reference,0.978900272,1,8.27.08,526PS0072
Reference,0.833013487,1,8.7.14,526PS0072
Reference,0.839902697,1,9.15.10,526PS0072
Reference,1.036025944,1,9.21.09,526PS0072
Reference,1.159796625,1,9.23.08,526PS0072
Reference,1.207077552,1,8.26.08,526PS0076
Intermediate,1.157038555,1,8.25.08,526PS0220
Intermediate,0.858385585,2,8.25.08,526PS0220
Intermediate,0.970202643,1,8.28.08,526PS0228
Intermediate,1.193469404,1,9.2.09,526PS0344
Intermediate,1.075909138,1,8.11.09,526PS0356
Reference,1.193992993,1,9.1.09,526PS0396
Intermediate,0.941811388,1,9.2.09,526PS0440
Stressed,0.883856432,1,9.1.09,526PS0472
Intermediate,1.245015638,1,9.2.09,526PS0504
Intermediate,1.052788358,2,9.2.09,526PS0504
Stressed,0.990661723,1,8.3.10,526PS0756
Intermediate,0.980375235,1,8.25.10,526PS0764
Intermediate,0.890156267,1,8.2.10,526PS0808
Intermediate,1.015361121,1,7.12.11,526PS0948
Intermediate,1.057430714,2,7.12.11,526PS0948
Intermediate,0.970110082,1,7.13.11,526PS1036
Reference,1.033477241,1,8.21.12,526PS1100
Reference,1.173552089,1,8.22.12,526PS1144
Reference,0.983532345,1,6.25.13,526PS1420
Stressed,0.987637176,1,8.19.14,526PS1496
Intermediate,1.070383919,1,8.27.08,526PSCBBL
Intermediate,0.962694847,1,9.23.08,526PSCBBL
Reference,0.978982262,1,8.21.12,526PSCBLK
Reference,0.946531781,1,8.21.12,526WER123
Reference,1.156171857,1,6.24.13,526WTCACT
Intermediate,1.071423595,1,9.2.09,527PS0388
Intermediate,1.156261471,2,9.2.09,527PS0388
Reference,1.22143274,1,8.21.12,527PS1156
Reference,1.301411574,2,8.21.12,527PS1156
Intermediate,0.870809177,1,6.25.13,527PS1412
Stressed,1.061996867,1,6.9.14,531CR1047
Stressed,0.835610457,1,6.11.09,531PS0169
Stressed,0.860546902,1,7.6.09,531PS0169
Stressed,0.950871902,1,9.16.10,531PS0365
Stressed,0.919996974,2,9.16.10,531PS0365
Stressed,0.831281211,1,7.12.10,531PS0381
Stressed,0.783090175,1,6.20.11,531PS0429
Stressed,0.922132064,1,6.28.12,531PS0573
Reference,0.811858698,1,7.30.14,532CPC238
Reference,1.091488543,1,7.10.14,532CRM206
NA,1.229737904,1,6.5.14,532FC1181
NA,1.138052527,1,7.10.14,532FC1271
Intermediate,1.054538365,1,8.31.10,532PS0050
Stressed,1.059352228,1,9.8.10,532PS0062
Stressed,0.97547077,2,9.8.10,532PS0062
Intermediate,0.937419959,1,10.12.11,532PS0071
Intermediate,0.869268477,1,9.21.11,532PS0071
Reference,0.874938919,1,8.19.13,532PTCAER
Intermediate,1.03050884,1,6.19.13,532SFC142
Intermediate,1.195027133,1,10.8.08,532TGRUPX
NA,1.043698689,1,6.4.14,533FC1043
Reference,0.980787514,1,8.31.10,534ANCACF
Reference,1.051474328,1,7.27.09,534CFSAIM
Intermediate,0.89287333,1,4.1.09,534CYCANB
Intermediate,0.701431266,1,5.5.09,534CYCANB
Intermediate,0.683903598,1,6.19.08,534CYCANB
Intermediate,0.682003096,1,6.2.09,534CYCANB
Intermediate,0.818561142,1,7.14.09,534CYCANB
Intermediate,0.83358997,1,8.17.09,534CYCANB
Reference,0.91574048,1,8.14.13,534DCC167
Reference,0.986912067,1,9.14.11,534MLC108
Intermediate,0.963479711,1,7.29.09,534PS0043
Intermediate,1.002866421,2,7.29.09,534PS0043
Reference,1.028562319,1,8.30.10,534PS0070
Intermediate,1.270340329,1,9.12.12,534PS0114
Reference,0.99575832,1,9.19.11,534RSCAGG
Reference,0.991411616,1,7.9.14,534SPC227
Reference,1.00728984,1,8.29.12,534SRCFFC
Reference,0.907325639,1,8.29.12,534WER219
Stressed,0.991309164,1,6.18.14,535CR0910
Stressed,0.965787018,1,6.19.14,535CR1042
Stressed,0.925568592,1,6.25.14,535CR1051
Stressed,0.876885428,1,7.14.09,535PS0191
Stressed,0.911936008,1,7.15.09,535PS0221
Intermediate,1.01924941,1,8.20.09,535PS0265
Stressed,0.901085026,1,6.22.11,535PS0431
Stressed,0.821729328,1,6.7.12,535PS0477
Reference,0.80305723,1,7.8.14,536CLR247
Reference,1.09455658,1,6.18.13,536HLCBFM
Reference,1.025399874,1,9.22.11,536LLCACR
Reference,1.199379358,1,7.17.12,536PS0107
Reference,0.914470132,1,9.20.11,536SED006
Reference,1.051013209,1,9.21.11,536SED108
Reference,0.888585584,2,9.21.11,536SED108
Reference,1.002455748,1,6.17.13,536STR127
Reference,1.212416759,1,6.18.13,536TRC119
Reference,1.1452253,1,9.12.11,537ADCH41
Reference,1.18380065,1,9.15.11,537BLCABG
Reference,1.033743074,1,7.15.08,537BSCAWR
Reference,1.218276917,1,8.7.08,537GZCAMR
Intermediate,0.752369644,1,7.7.14,537MDR255
Intermediate,0.796046402,2,7.7.14,537MDR255
Intermediate,1.097145677,1,7.16.12,537PS0386
Reference,0.814510994,1,7.16.08,537TYCAML
Intermediate,1.005050125,1,5.6.10,539CCRARR
Intermediate,1.124030861,1,6.12.08,539CCRARR
Intermediate,0.914632142,1,6.30.10,539CCRARR
Intermediate,0.913115083,1,7.21.10,539CCRARR
Intermediate,0.97000734,1,8.31.10,539CCRARR
Reference,1.091807288,1,10.15.09,539NDCACC
Reference,1.038041485,1,10.8.09,539NDCACC
Reference,1.106956188,1,5.5.09,539NDCACC
Reference,1.002561497,1,6.15.09,539NDCACC
Reference,1.060520929,1,9.10.09,539NDCACC
Intermediate,1.173169325,1,5.27.13,539PS0127
Intermediate,0.925260794,1,7.27.10,539PS0146
Reference,1.158056113,1,6.24.14,540BCA168
Intermediate,1.18320132,1,7.24.13,540CDC136
Reference,0.995272557,1,9.14.11,540CQCBBR
Reference,1.104665738,1,9.13.11,540GNCBTC
Reference,0.883376139,1,9.29.10,540MNCANF
Reference,1.228216027,1,8.24.10,540MNCASJ
Intermediate,1.07960801,1,8.26.14,540MRC196
Intermediate,0.98857072,1,7.18.13,540MSJ132
Intermediate,0.808448696,1,7.1.14,540PKC272
Intermediate,1.209396531,1,8.6.08,540PS0008
Intermediate,0.879750392,1,8.31.11,540PS0258
Intermediate,0.95419445,2,8.31.11,540PS0258
Reference,1.046669292,1,6.16.14,540SDC212
Reference,1.148301287,1,8.30.11,540SED003
Reference,1.00359809,1,6.24.14,540SSJ200
Stressed,0.776900983,1,6.17.14,541CR1006
Intermediate,0.752016793,1,6.18.08,541PS0055
Intermediate,0.787643178,1,7.10.08,541PS0055
Intermediate,0.862405626,1,6.18.08,542DPCDPC
Stressed,0.59450482,1,5.15.12,543R00137
Intermediate,0.818921508,1,5.21.12,543R00219
Intermediate,0.785615088,1,5.21.12,543R00245
Stressed,0.709397387,1,6.4.13,544CR1003
Stressed,0.951221342,1,6.10.14,544CR1040
Stressed,0.45160233,1,5.15.12,544R00025
Stressed,0.692427944,1,5.14.13,544R00281
Stressed,0.61900862,1,5.15.13,544R00281
NA,0.932048616,1,9.2.14,545CR1002
Intermediate,0.909176282,1,7.26.10,545PS0335
Intermediate,0.953089025,2,7.26.10,545PS0335
Stressed,1.000339952,1,7.27.10,551PS0308
Reference,1.079058547,1,6.23.14,552DKC268
Reference,1.017519646,1,6.25.14,552DRCAEF
NA,1.169963433,1,6.3.14,552FC1226
Reference,1.004272147,1,7.30.13,552FCA017
Reference,1.05157681,1,7.9.13,552FCA017
Reference,1.147954693,1,7.14.08,552KRSFBC
Reference,1.026334705,1,7.22.13,552MFC120
Reference,1.088082435,1,6.11.08,552MFCAKR
Reference,0.946132815,1,6.18.08,552PS0028
Reference,0.883053557,2,6.18.08,552PS0028
Reference,1.039046729,1,8.30.11,552PS0072
Reference,1.106460914,1,8.29.11,552PS0284
Intermediate,0.924137957,1,6.11.08,552SCCTSR
Reference,0.974231726,1,8.22.11,553KRMAPC
Reference,0.932329543,1,10.13.11,553KRNAYC
Reference,0.808897011,1,6.17.14,553KRNAYC
Reference,0.784611865,2,6.17.14,553KRNAYC
Reference,1.164808298,1,8.24.11,553KRNAYC
Intermediate,1.053650045,1,8.16.10,553TCCAKR
Intermediate,0.887765886,2,8.16.10,553TCCAKR
Reference,1.164027007,1,8.23.11,554CLCALK
Reference,0.921942682,1,6.19.14,554FSC207
Reference,0.868921435,1,6.10.08,554LCCADR
Reference,1.062298807,1,8.25.11,554NYCGWD
Reference,0.988332712,2,8.25.11,554NYCGWD
Reference,1.040638562,1,8.24.11,554PMCABC
Reference,1.208642527,1,8.23.11,554PMCGWD
Intermediate,1.083841195,1,8.5.08,554PS0160
Intermediate,1.236309576,1,6.17.08,554PS0224
Intermediate,0.881427767,1,7.7.09,554PS0448
Intermediate,1.340871593,1,8.23.11,554PS0946
Reference,1.087790891,1,8.24.11,554SED027
Reference,0.924056976,1,6.17.08,555PS0064
Intermediate,0.830681501,1,8.2.12,601PRK002
Intermediate,0.980772402,1,9.14.11,601PS0057
Intermediate,1.058060384,1,9.1.11,601PS0065
Reference,1.097518263,1,8.7.12,601PS0077
Reference,1.221410455,2,8.7.12,601PS0077
Intermediate,0.985493552,1,8.4.10,601RSH002
Intermediate,1.006156511,1,8.3.10,601WRN001
NA,1.196841698,1,7.8.14,602FC1102
Intermediate,0.965018059,1,7.3.08,603CON001
Intermediate,0.882344494,1,8.5.10,603CON001
Intermediate,1.133633487,1,9.30.08,603CON001
NA,1.047424729,1,9.16.14,603CR1048
Intermediate,1.092844601,1,8.27.08,603DDM002
Reference,0.992339516,1,7.9.13,603DDM004
Reference,1.141631475,1,9.13.11,603DDM005
Reference,0.957182876,2,9.13.11,603DDM005
Reference,1.149979339,1,8.21.13,603FCA145
Reference,1.12103113,1,8.1.10,603GLS001
Reference,1.223095696,1,8.25.10,603GSCADC
Intermediate,0.994582591,1,8.2.10,603MAM003
Intermediate,0.781185405,1,8.6.10,603MCG001
Reference,0.989652501,1,8.24.10,603OHCAOR
Intermediate,0.893835657,1,8.7.10,603PNC001
Reference,0.844723887,1,7.30.08,603PS0008
Intermediate,0.904458081,1,8.23.10,603PS0024
Intermediate,0.861136527,1,8.31.10,603PS0040
Intermediate,0.852407798,1,8.30.11,603PS0044
Intermediate,0.85721192,1,9.14.11,603PS0044
Reference,1.159149936,1,8.29.11,603PS0045
Reference,1.089804805,2,8.29.11,603PS0045
Reference,1.087896565,1,8.31.11,603PS0056
Intermediate,1.190383245,1,9.12.11,603PS0072
Reference,0.984752732,1,9.13.11,603PS0073
Reference,1.273528313,1,7.31.12,603PS0075
Reference,1.064219422,1,8.15.12,603PS0075
Reference,1.090320509,1,7.23.12,603PS0076
Intermediate,1.093083468,1,8.1.12,603PS0079
Reference,1.079943349,1,7.25.12,603PS0092
Intermediate,1.180562445,1,7.24.12,603PS0108
Intermediate,1.146658255,2,7.24.12,603PS0108
Reference,0.993634979,1,7.29.08,603PS0109
Intermediate,0.855397445,1,7.17.13,603PS0132
Intermediate,1.191360956,1,7.17.13,603PS0136
Intermediate,1.071389238,1,8.13.13,603PS0137
Reference,0.987567877,1,8.18.10,603PS0557
Stressed,1.00381777,1,8.19.10,603PS0720
Reference,1.008370238,1,7.24.12,603PS1056
Reference,0.92110428,1,8.14.12,603PS1056
Reference,1.008307774,1,7.10.13,603PS1488
Intermediate,1.038071436,1,7.30.12,603PSx109
Reference,1.038682908,1,7.16.13,603RCC156
Reference,0.942153248,2,7.16.13,603RCC156
Intermediate,1.087801738,1,7.31.08,603RCK001
Intermediate,1.006010664,1,8.9.10,603RCK001
Intermediate,1.006780542,2,8.9.10,603RCK001
Intermediate,0.973124306,3,8.9.10,603RCK001
Reference,1.007208189,1,7.22.08,603SPCBWC
Intermediate,1.061026503,1,8.8.10,603UOW001
Intermediate,0.977712679,1,8.25.08,603UOW003
Intermediate,0.814389432,1,8.26.08,603UOW009
Intermediate,0.781100244,1,5.14.08,609PS0053
Intermediate,0.949094899,1,8.17.10,620PS0669
Reference,1.148686946,1,5.15.08,626PS0171
Reference,1.041576994,1,6.3.10,626PS0619
Reference,0.922328832,1,6.3.10,626PS0827
Reference,1.043055261,1,5.23.13,626PS1195
Reference,0.886066172,1,5.21.14,628MRW138
Intermediate,0.819118326,1,6.3.09,628PS0527
Stressed,0.741663265,1,6.9.10,628PS0715
Stressed,0.58986268,2,6.9.10,628PS0715
Intermediate,1.168192134,1,6.8.11,628PS1019
Intermediate,0.917172723,1,6.9.11,628PS1039
Intermediate,1.213861312,1,6.6.12,628PS1179
Intermediate,0.862176845,1,5.21.13,628PS1307
Stressed,0.809374447,1,5.22.13,628PS1483
Reference,1.080761118,1,8.22.13,630FCA097
Reference,0.91015715,1,7.31.08,630PS0005
Reference,1.076592127,2,7.31.08,630PS0005
Reference,0.83869513,1,8.25.14,630PS0005
Reference,0.835766233,2,8.25.14,630PS0005
Reference,0.86497891,1,8.12.14,630RBS005
Reference,1.061589658,1,8.7.12,630RBS005
Reference,1.172116012,1,8.6.12,630SED034
Reference,0.947342288,1,8.28.12,631DEP001
NA,1.188588571,1,7.9.14,631FC1099
Reference,0.92901932,1,8.12.14,631LWK002
Intermediate,0.999381861,1,7.30.10,631POR001
Reference,1.062712094,1,7.28.09,631PS0001
Intermediate,1.194017653,1,7.31.08,631PS0001
Intermediate,1.030627927,1,8.13.08,631PS0001
Reference,0.943725449,1,9.29.10,631PS0001
Reference,1.050357558,1,7.28.09,631PS0011
Reference,1.013178115,1,8.4.09,631PS0023
Reference,1.012886015,2,8.4.09,631PS0023
Reference,0.959129928,1,8.30.10,631PS0033
Intermediate,1.065017177,1,8.16.11,631PS0051
Intermediate,0.976025621,1,8.28.12,631PS0081
Intermediate,0.94922908,1,8.8.12,631PS0087
Reference,1.087430401,1,7.2.14,631PS0145
Reference,1.139129935,1,7.29.10,631WWK005
Reference,1.060318668,2,7.29.10,631WWK005
Reference,0.913224088,3,7.29.10,631WWK005
Reference,1.172261425,1,7.23.10,632CHV001
Reference,0.939029011,1,9.3.12,632DIX001
Reference,1.052451444,1,9.8.11,632ELD001
Reference,1.013224814,1,8.31.10,632HNCAHL
Reference,1.059419215,1,9.4.12,632HOS002
Intermediate,1.044964255,1,7.22.10,632MRK001
Reference,0.996133565,1,9.7.11,632MUR001
Reference,0.775288811,1,7.25.10,632NOB001
Reference,1.067330827,1,9.1.10,632NOB001
Reference,1.119277478,1,7.23.08,632PS0007
Reference,0.968975963,1,8.3.09,632PS0014
Intermediate,1.233119346,1,8.16.11,632PS0046
Reference,1.00626684,1,8.15.11,632PS0058
Intermediate,1.04102927,1,7.8.13,632PS0110
Intermediate,0.902642097,1,8.5.13,632PS0110
Reference,0.888166624,1,8.27.14,632SVK001
Intermediate,0.953033099,1,7.24.10,632SVR002
Intermediate,0.94395132,2,7.24.10,632SVR002
Intermediate,0.980483165,3,7.24.10,632SVR002
Reference,1.036908188,1,7.22.08,633PS0003
Reference,1.113266194,1,9.4.12,633PS0083
Intermediate,1.162661076,1,6.30.14,633PS0142
Intermediate,1.181987826,1,7.27.10,633WCR001
Reference,1.099887467,1,9.4.12,633WCR003
Reference,1.019038236,1,9.9.14,633WE0991
Intermediate,1.034371021,1,10.1.09,633WIL001
Intermediate,1.04055062,1,10.26.09,633WIL001
Intermediate,1.122128306,1,5.18.09,633WIL001
Intermediate,1.134926158,1,6.25.09,633WIL001
Intermediate,1.064947936,1,8.5.09,633WIL001
Reference,0.942920757,1,10.4.11,634CAT055
Reference,1.07081744,1,8.11.10,634CAT055
Reference,0.952737193,1,9.9.14,634CLD001
Reference,0.860029429,1,10.3.11,634EGL005
Reference,1.288701505,1,9.10.13,634GACALL
Reference,1.084226939,1,10.3.11,634GRF001
Reference,0.927333732,1,10.4.11,634HHCATC
Reference,1.026154284,1,10.3.11,634HID001
Reference,0.961235578,1,9.8.14,634MKC278
Reference,1.033426495,1,8.5.09,634PS0019
Reference,1.077996468,1,9.1.10,634PS0035
Reference,1.000750848,1,10.12.11,634PS0062
Reference,0.940863546,1,9.10.12,634PS0099
Intermediate,1.160206122,1,8.28.13,634PS0126
Stressed,1.029969239,1,8.20.13,634PS0131
Reference,1.103228075,1,9.29.11,634R10BMW
Reference,1.12001488,1,10.3.11,634R10GNL
Reference,1.058382466,2,10.3.11,634R10GNL
Reference,1.049575424,1,9.28.11,634R10UTR
Intermediate,1.123279246,1,7.16.10,634SAX002
Intermediate,1.138672034,2,7.16.10,634SAX002
Intermediate,1.176761862,3,7.16.10,634SAX002
Intermediate,1.092779835,1,7.19.10,634TAY001
Reference,1.060835689,1,8.26.13,634TRT001
NA,1.126104332,1,7.18.10,634TRT002
Intermediate,1.168040271,1,7.15.10,634TRT005
Intermediate,1.017715009,1,7.29.14,634TRU231
Intermediate,1.021556903,2,7.29.14,634TRU231
Intermediate,1.093019128,1,7.20.10,634UTR005
Intermediate,1.130289668,2,7.20.10,634UTR005
Intermediate,1.134613558,3,7.20.10,634UTR005
Reference,1.200348905,1,8.21.13,634UTRADC
Intermediate,1.14201804,1,9.9.13,634WRD001
Reference,1.038715492,1,10.4.11,634WSN001
Intermediate,1.023154458,1,7.8.10,635BER001
Reference,1.05756351,1,7.9.10,635CLS001
Reference,0.833274341,1,9.2.14,635PRN001
Intermediate,1.117834463,1,7.20.09,635PS0018
Intermediate,1.03511817,1,9.8.10,635PS0034
Reference,1.008493406,1,8.9.10,635PS0038
Reference,1.021635169,2,8.9.10,635PS0038
Stressed,1.059260707,1,9.3.13,635PS0118
Stressed,1.065932259,1,9.3.14,635PS0146
NA,0.822973354,1,7.13.10,636LTR003
Intermediate,1.05163816,1,7.21.08,636PS0006
Intermediate,1.260574625,1,7.21.09,636PS0010
Reference,1.166505907,1,9.21.11,636PS0070
Intermediate,1.13893913,1,9.26.12,636PS0086
Reference,1.145294351,1,7.12.10,636SAG001
Reference,1.077530156,1,7.30.13,636SHCWES
Reference,0.972446847,2,7.30.13,636SHCWES
Intermediate,0.99852628,1,8.4.08,637PS0018
Intermediate,1.10180566,1,8.27.14,637PS0130
Reference,0.852957311,1,6.11.13,639PS1279
Reference,0.97155676,1,7.24.13,641OWC157
Reference,0.87767407,1,5.21.13,705PCCPCP
Intermediate,0.760463526,1,4.7.14,719BMCPRE
Intermediate,0.868180754,1,5.22.13,719BMCPRE
Reference,0.871096812,1,4.15.14,719HOTCPF
Reference,1.189826386,1,5.14.13,719HOTCPF
Reference,1.065727284,1,5.21.13,719MISSCK
Reference,0.886349181,1,4.9.14,719NP7AZC
Reference,1.01057225,1,4.9.14,719NP7BNC
Reference,0.83341061,1,4.8.14,719NP7DPC
Intermediate,0.737646037,1,4.14.14,719NP7LBC
Reference,0.753198958,1,4.9.14,719NP7TWP
Intermediate,0.914364281,1,4.10.14,719TPPSQH
Intermediate,0.90633522,2,4.10.14,719TPPSQH
Intermediate,1.081433721,1,5.15.13,719TPPSQH
Reference,0.64451694,1,4.8.14,719TRMDSS
Reference,0.893866694,1,5.15.13,719TRMDSS
Reference,1.312856388,1,6.9.10,719WWRAEF
