Type.hybrid.1,MMI.hybrid,Replicate,SampleDate,StationID
Stressed,0.881119884,1,5.14.09,205SAR080
Reference,1.057718522,1,6.19.12,205SFC880
Intermediate,0.981300682,1,7.13.09,205STE110
Reference,0.922062465,1,6.11.12,205WUN450
Reference,0.823801126,1,5.6.13,205WUN550
Reference,0.798872475,1,6.27.12,206BRC020
Reference,0.754917464,2,6.27.12,206BRC020
NA,0.736093803,1,5.8.14,206DW0016
NA,0.842945639,1,5.5.14,206DW0068
NA,0.695146118,1,5.6.14,206DW0100
NA,0.88360802,1,5.12.14,206DW0123
NA,0.857430228,1,5.6.14,206DW0132
NA,0.919724445,1,5.20.14,206DW0171
NA,0.898226959,1,5.8.14,206DW0180
NA,0.888698681,1,5.7.14,206DW0212
NA,0.823289078,2,5.7.14,206DW0212
NA,0.832847222,1,6.11.14,206DW0228
NA,0.720834724,1,6.4.14,206DW0235
NA,0.718016301,1,6.9.14,206DW0239
NA,0.840887566,1,6.12.14,206DW0244
NA,0.954509679,1,5.29.14,206FC1339
Stressed,1.187227112,1,7.31.13,206FCA155
Reference,1.113418135,1,5.29.12,206HCT020
Stressed,0.768233442,1,8.8.11,206HMC030
Stressed,0.934471287,1,8.23.11,206MIL020
Stressed,0.895996326,1,8.25.11,206NAP090
NA,0.707516408,1,8.24.11,206NAP140
Stressed,0.786345242,1,8.29.11,206NAP150
Stressed,0.654855855,1,8.31.11,206NAP200
Intermediate,1.007514167,1,6.21.12,206NAP700
Intermediate,0.691847799,1,6.3.13,206PIN610
Intermediate,0.807079483,1,5.22.13,206PIN825
Stressed,0.896051975,1,6.15.09,206PS0054
Stressed,0.724720805,1,7.20.10,206PS0073
Stressed,0.934609235,1,7.10.12,206PS0165
Stressed,0.671321873,1,6.5.13,206PS0230
Stressed,0.61134708,1,5.16.12,206R00155
Stressed,0.827824727,1,5.23.12,206R00215
Intermediate,0.624745751,1,4.24.14,206R00407
Stressed,0.665281579,1,4.30.14,206R00551
Stressed,0.584113325,1,5.13.13,206R00727
Stressed,0.796342899,1,5.15.14,206R00919
Reference,0.771818371,1,7.20.10,206RCCBDC
Stressed,0.779527444,1,8.16.11,206RED032
Intermediate,1.119679713,1,5.11.09,206RIC100
Intermediate,0.890434252,1,5.2.08,206RIC100
Intermediate,0.991145803,1,6.1.10,206RIC100
Intermediate,1.03942735,1,6.17.09,206RIC100
Intermediate,0.923798438,1,6.19.08,206RIC100
Intermediate,1.100190404,1,8.12.09,206RIC100
Intermediate,1.036435154,1,8.14.08,206RIC100
Intermediate,0.895466464,1,8.2.11,206RIC100
Stressed,0.786806021,1,8.9.11,206SAL050
Stressed,0.76991533,1,9.14.11,206SON019
Stressed,0.831503967,1,9.12.11,206SON050
NA,0.794032184,1,9.13.11,206SON140
Intermediate,0.716098877,1,9.6.11,206SON160
Stressed,0.676513522,1,9.7.11,206SON210
NA,0.714786321,1,8.30.11,206SON260
Intermediate,0.69293236,1,7.14.09,206SON300
Intermediate,0.931682722,1,8.10.11,206SON300
NA,0.915603079,1,8.1.11,206SON320
Stressed,0.599144269,1,8.15.11,206TUL030
Reference,0.898391465,1,6.13.11,206TUL120
NA,0.943198395,1,5.7.14,207DW0017
NA,0.651638716,1,5.13.14,207DW0167
NA,0.846197304,2,5.13.14,207DW0167
Reference,0.848675264,1,5.23.13,207GVC800
Stressed,0.842682717,1,5.13.14,207LPC025
Intermediate,1.058557459,1,4.22.09,207MTD117
Intermediate,0.907213208,1,5.24.10,207MTD117
Intermediate,0.851789417,1,5.6.08,207MTD117
Stressed,0.748430042,1,6.1.11,207PS0142
Stressed,0.54272676,1,6.13.12,207PS0150
Stressed,0.489209387,2,6.13.12,207PS0150
Stressed,0.739240924,1,6.3.13,207PS0241
Stressed,0.703820787,1,5.22.12,207R00011
Stressed,0.783238217,1,5.17.12,207R00139
Stressed,0.74713249,2,5.17.12,207R00139
Stressed,0.584742745,1,5.22.12,207R00247
Intermediate,0.67045417,1,4.29.13,207R00271
Stressed,0.647001488,1,5.1.13,207R00375
NA,0.682271461,1,4.21.14,207R00379
Stressed,0.504546556,1,5.14.13,207R00395
Stressed,0.709839758,1,5.2.13,207R00503
Stressed,0.683255321,1,4.29.13,207R00532
Stressed,0.645182458,1,4.30.13,207R00567
Stressed,0.724433824,2,4.30.13,207R00567
NA,0.909237474,1,4.23.14,207R00619
Stressed,0.657122921,1,5.16.13,207R00631
Stressed,0.813476214,2,5.17.13,207R00631
NA,0.782108637,1,4.21.14,207R00651
Stressed,0.61961423,1,5.15.13,207R00788
NA,0.716774731,1,4.23.14,207R00823
Stressed,0.701617313,1,4.22.14,207R00843
Stressed,0.75308493,2,4.22.14,207R00843
NA,0.812482106,1,5.5.14,207R00880
Intermediate,1.047311986,1,6.13.13,207SUI070
Reference,0.836224623,1,6.4.12,207SUI290
Reference,0.836869467,1,5.5.14,207SUI800
Intermediate,0.948844449,1,5.28.14,207SUL200
Intermediate,0.779740264,1,6.12.12,207WAL475
Intermediate,0.958621537,1,5.29.13,207WHC634
Intermediate,0.906664156,2,5.29.13,207WHC634
Intermediate,1.016631631,1,7.6.11,304APS
Stressed,0.893417133,1,7.7.11,304BEP
Stressed,0.956262761,1,7.21.11,304BH9
Stressed,0.912652586,1,6.17.08,304PS0006
Stressed,0.831807233,1,6.4.08,304PS0006
Stressed,0.972432332,2,6.4.08,304PS0006
Intermediate,0.701894023,1,6.4.08,304PS0018
Stressed,0.362104531,1,6.18.12,304PS0146
Stressed,0.556113521,1,7.11.12,304PS0146
Intermediate,0.916769355,1,6.18.12,304PS0194
Intermediate,1.133123735,1,5.22.14,304PS0253
Intermediate,1.139547341,1,6.5.14,304PS0253
Stressed,0.88022039,1,6.4.14,304PS0274
NA,1.018348153,1,7.21.11,304SCM
Stressed,0.7739995,1,7.21.11,304SL9
Stressed,0.947904932,2,7.21.11,304SL9
Stressed,0.740092342,1,7.6.11,304SOU
Intermediate,1.004509812,1,6.28.10,304SPC236
NA,0.936234704,1,7.21.11,304SVC
Reference,1.164123846,1,6.29.10,304WDCAH1
Stressed,0.724326767,1,7.7.11,304ZAY
NA,0.869016594,1,7.20.11,305BRI
Intermediate,0.867153286,1,6.11.08,305CLCSBR
Stressed,0.743223892,1,7.21.11,305COR2
Reference,1.082473698,1,7.16.08,305LGCACR
Reference,1.035761601,1,6.30.10,305LGCBRC
Stressed,0.84898648,1,6.17.08,305PS0034
Stressed,0.698257027,1,6.16.09,305PS0057
Stressed,0.96854446,1,6.17.09,305PS0061
Reference,1.006049103,1,6.29.10,305SSCAUC
Reference,1.253050171,1,6.29.10,305UVCASC
Reference,1.007382574,1,6.12.12,307CE0094
Reference,1.110354934,2,6.12.12,307CE0094
Reference,1.051863854,1,5.20.14,307CMRADC
Reference,1.041129013,2,5.20.14,307CMRADC
Reference,1.004478956,1,6.22.10,307CMRADC
Intermediate,0.914310268,1,6.3.08,307PS0028
Intermediate,0.688057982,1,6.8.09,307PS0044
Reference,0.968304817,1,6.21.10,307SCCARR
Intermediate,1.008152766,1,5.28.14,308BGC
Intermediate,1.108502298,1,6.14.11,308BGC
Intermediate,1.011387499,1,8.11.11,308BGC
Reference,0.879236548,1,7.13.10,308BSU
Reference,0.961087712,1,6.20.12,308LILPAL
Intermediate,1.27463167,1,6.4.14,308LIM
Intermediate,1.203026079,2,6.4.14,308LIM
Reference,0.856579737,1,6.13.11,308LSRASC
Reference,0.92084341,1,7.18.11,308LSRASC
Reference,0.983836129,1,6.23.10,308MWCAH1
Reference,1.20552191,1,6.19.12,308PS0156
Intermediate,0.890066804,1,5.21.13,308PS0204
Reference,1.051637168,1,6.22.10,308PWCAH1
Reference,0.911189491,1,6.21.12,308ROCBBQ
Reference,1.280749817,1,6.23.10,308SAM
Reference,0.831811862,1,6.12.12,308SANWIL
Reference,0.98070754,1,6.21.10,308SBCAH1
Reference,1.007668271,2,6.21.10,308SBCAH1
Intermediate,1.164750633,1,5.24.12,309ANT
Reference,1.221778903,1,8.25.08,309ARCBRC
Reference,1.053698058,1,6.23.10,309ARSARC
Reference,1.078548738,1,5.21.14,309CAW126
Intermediate,0.781465208,1,7.15.08,309CLCBVC
Intermediate,1.116502676,1,6.13.12,309LAS1MI
Intermediate,0.894260943,1,5.29.12,309LOR
Reference,1.140302755,1,5.24.12,309NAF
Intermediate,0.751861246,1,6.3.08,309PS0040
Intermediate,0.883488772,1,6.10.09,309PS0043
Intermediate,0.866226042,1,7.8.09,309PS0043
Stressed,0.778730726,1,6.23.10,309PS0072
Reference,1.188046555,1,6.16.11,309PS0116
Reference,1.239715905,2,6.16.11,309PS0116
Stressed,0.81583919,1,5.22.12,309PSO
Intermediate,1.153377101,1,5.23.12,309SAP
Intermediate,1.122369917,1,8.26.08,309SARANF
Stressed,0.581038566,1,5.23.12,309SAT
Intermediate,0.762816247,1,7.14.08,309SDCMCC
Intermediate,1.009341906,1,7.2.12,309SEC
Intermediate,1.056140702,1,4.3.12,309SED071
Intermediate,1.006636373,1,5.3.12,309SED071
Intermediate,0.916210167,1,6.13.12,309SED071
Intermediate,0.97193755,1,7.24.12,309SED071
Intermediate,1.014702752,1,8.30.12,309SED071
Stressed,0.955734478,1,5.31.12,309SET
Stressed,0.970195068,2,5.31.12,309SET
Reference,0.999105622,1,6.22.10,309WLCATC
Intermediate,0.814158711,1,5.29.14,310AGS
Reference,0.775342387,1,6.24.10,310COO
Reference,1.117015356,1,6.9.09,310LPCBPC
Intermediate,0.81880559,1,6.15.10,310OLD
Intermediate,1.105660759,1,6.15.11,310SSU
Intermediate,0.951834396,1,8.11.11,310SSU
Intermediate,0.861225798,1,4.19.13,312CAV
Reference,1.067586362,1,6.7.12,312DAVDAV
Reference,1.025404735,1,5.13.14,312MZCDBC
Reference,1.152766026,1,6.14.10,312MZCDBC
Stressed,0.622482701,1,5.15.13,312ORB
Reference,0.903733917,1,6.14.10,312PS0099
Reference,0.902355629,2,6.14.10,312PS0099
Reference,1.147869221,1,6.16.10,312RYCALR
Intermediate,0.784862848,1,5.3.13,312SIV
Intermediate,0.369525321,1,5.29.14,313SAB
Intermediate,1.014139502,1,6.12.12,314WE1102
Intermediate,1.072634286,1,6.14.10,315ARH101
Reference,0.323425869,1,6.15.10,315CHCALS
Intermediate,1.126001915,1,5.28.08,402BA0031
Intermediate,0.753658227,1,5.28.08,402BA0079
Reference,0.998112858,1,5.29.08,402BA0095
Intermediate,0.977220868,1,5.21.08,402BA0143
Reference,1.11408455,1,6.9.08,402BA0287
Reference,0.767478003,2,6.9.08,402BA0287
Intermediate,0.773466717,1,5.27.08,402BA0335
Intermediate,0.729285805,2,5.27.08,402BA0335
Stressed,1.009117317,1,8.13.15,402M00002
Reference,1.142922253,1,6.11.15,402M00005
Reference,1.245032439,1,6.29.15,402M00009
Reference,1.047824826,1,6.5.12,402MTCUNF
Reference,1.088586929,1,5.21.08,402PS0048
NA,1.109457885,1,5.28.14,402SNPMCR
NA,1.17068407,1,6.18.14,402SNPMCR
NA,1.176344274,1,7.29.14,402SNPMCR
NA,1.098661183,1,7.8.14,402SNPMCR
Reference,0.929115469,1,5.19.08,403BA0015
Intermediate,1.058666526,1,5.20.08,403BA0027
Intermediate,1.095734488,1,6.18.14,403BA0027
Stressed,0.386117896,1,5.15.08,403BA0047
Reference,0.876331058,1,5.12.08,403BA0064
Reference,0.822888528,1,6.18.14,403BA0064
Stressed,0.733281833,1,5.14.08,403BA0068
Intermediate,0.679880541,1,5.13.08,403BA0136
Intermediate,0.887454589,1,6.17.14,403BA0136
Reference,0.80631955,1,5.21.08,403BA0140
Reference,1.044239285,1,5.19.08,403BA0171
Intermediate,0.788891546,1,5.14.08,403BA0191
Reference,1.050357384,1,5.21.08,403BA0960
Intermediate,0.74869472,1,5.29.13,403FCA022
Reference,1.113557059,1,6.15.10,403LNCASC
Intermediate,0.846571498,1,6.29.15,403M01505
Intermediate,1.093172654,1,6.17.15,403M01506
Intermediate,1.244302818,1,6.29.15,403M05757
Stressed,0.554856793,1,6.29.15,403M05758
Intermediate,0.921849334,1,4.30.15,403M05771
Intermediate,0.688575004,1,6.2.11,403PRCAGH
Reference,1.008116315,1,6.2.10,403S00064
Intermediate,0.872575124,1,6.11.09,403S00640
Intermediate,0.793168687,2,6.11.09,403S00640
Intermediate,0.950401079,1,5.20.09,403S00772
Intermediate,1.053502892,1,6.10.10,403S00831
Reference,1.101686442,1,6.24.10,403S00875
Reference,0.993467838,1,6.2.10,403S00960
Intermediate,0.64968635,1,6.13.11,403S01136
Intermediate,0.835068314,1,6.8.09,403S01163
Intermediate,1.129053462,1,6.10.09,403S01195
Intermediate,0.803437447,1,6.9.09,403S01272
Reference,0.879761425,1,7.12.11,403S01536
Reference,1.002234482,2,7.12.11,403S01536
Intermediate,1.099870925,1,6.7.10,403S01707
Intermediate,0.836368025,1,7.13.11,403S01728
Stressed,0.775361064,1,6.9.09,403S01784
Reference,0.763651217,1,6.21.10,403S01883
Intermediate,1.20002151,1,6.16.11,403S02363
Intermediate,0.889052764,1,6.14.11,403S02764
Stressed,0.541179864,1,6.8.10,403S03320
Reference,1.127039516,1,6.24.10,403S03643
Reference,1.01783577,2,6.24.10,403S03643
Stressed,0.85478386,1,6.8.09,403S03832
Intermediate,0.734419572,1,6.8.10,403S04600
Stressed,0.944336791,1,6.15.11,403S04868
Stressed,0.748877128,1,6.1.10,403S05247
Intermediate,1.082608259,1,6.7.10,403S05291
Intermediate,1.179440294,1,6.27.12,403S06139
Intermediate,1.082108432,1,6.13.12,403S06283
Reference,1.201039663,1,6.27.12,403S06315
Intermediate,0.914922189,1,6.14.12,403S06660
Intermediate,0.933673499,2,6.14.12,403S06660
Intermediate,0.715733543,1,6.9.10,403S06904
Intermediate,0.864938751,1,6.13.12,403S07024
Intermediate,1.269821741,1,6.27.12,403S07227
Stressed,0.538340361,1,6.9.10,403S11084
Stressed,0.784804563,1,6.9.09,403S14156
Intermediate,0.750949643,1,6.8.10,403S15608
Intermediate,1.012223639,1,6.26.13,403S16332
Intermediate,1.125668015,1,6.24.13,403S16493
Intermediate,1.092441869,1,6.26.13,403S16978
Intermediate,1.132249475,1,6.24.13,403S18093
Intermediate,1.167850312,2,6.24.13,403S18093
Stressed,0.719461809,1,6.25.13,403S34646
Stressed,0.588292501,1,6.25.13,403S39062
Reference,1.073873579,1,6.8.11,403STC064
Reference,1.189397137,1,6.21.11,403STC086
Reference,1.195290168,2,6.21.11,403STC086
Reference,0.953148741,1,5.14.13,403WE0501
Reference,0.90945982,1,5.14.14,403WE0540
Reference,0.870718129,1,5.16.13,403WE0540
Reference,1.249627988,1,5.15.13,403WE0683
Reference,0.560944935,1,5.14.14,403WE1027
Reference,0.822282283,1,5.30.13,403WE1027
Intermediate,0.862236063,1,6.6.12,404ARRSEQ
Stressed,0.867659319,1,6.4.08,404BA0084
Intermediate,0.921470108,1,6.18.08,404BA0104
Stressed,1.048160817,1,6.18.08,404BA0142
Stressed,0.778661857,1,6.5.08,404BA0376
Stressed,0.785794735,2,6.5.08,404BA0376
Intermediate,0.900101941,1,6.4.08,404BA0526
Intermediate,0.721140465,1,6.3.08,404BA0616
Stressed,0.887172169,1,6.2.08,404BA0808
Stressed,0.847578521,1,6.3.14,404BA0808
Intermediate,0.709970012,1,6.3.08,404BA0852
Intermediate,1.047985746,1,6.4.08,404BA0964
Intermediate,0.651982313,1,6.19.08,404BA1128
Intermediate,0.698174569,1,6.3.14,404BA1128
Intermediate,1.209413151,1,6.10.08,404BA1144
Intermediate,0.494320426,1,6.10.08,404BA1166
Intermediate,0.909725899,1,6.4.09,404BA1166
Stressed,0.623228895,1,7.14.15,404M04532
Stressed,0.695892829,1,7.1.15,404M07346
Stressed,0.898897495,1,7.15.15,404M07349
Stressed,0.721123974,1,6.22.10,404S00808
Intermediate,0.544111204,1,6.23.10,404S01128
Stressed,0.792757971,1,5.12.09,404S02920
Stressed,0.622779486,1,5.13.09,404S03048
Stressed,0.74048154,1,5.12.09,404S05992
Intermediate,0.915480558,1,5.14.09,404S06456
Stressed,0.32995379,1,5.12.09,404S08040
Stressed,0.935094387,1,5.13.09,404S08616
Stressed,0.919601961,2,5.13.09,404S08616
Intermediate,0.802659115,1,6.22.10,404S08846
Intermediate,0.77357592,1,5.11.09,404S11406
Stressed,0.351480166,1,6.7.11,404S11880
Stressed,0.22705376,2,6.7.11,404S11880
Stressed,0.885814414,1,6.21.10,404S13160
Stressed,0.637829747,1,6.8.11,404S13416
Stressed,0.601386847,1,6.8.11,404S13672
Stressed,0.736318196,1,6.15.11,404S14952
Intermediate,0.82349515,1,6.23.10,404S16168
Stressed,0.589991539,1,6.9.11,404S16232
Stressed,0.38823388,1,5.18.09,404S16516
Stressed,0.978097739,1,6.5.13,404S17016
Intermediate,0.764242514,1,5.19.09,404S17266
Stressed,0.638738865,1,5.20.09,404S17664
Stressed,0.455219607,1,6.5.13,404S18250
Stressed,0.826418044,1,6.15.11,404S18666
Stressed,0.524703344,1,5.19.09,404S22464
Intermediate,1.056009206,1,6.19.13,404S23297
Stressed,0.477545544,1,6.4.13,404S24066
Intermediate,0.433150298,1,6.20.12,404S25298
Stressed,0.540516724,1,6.23.10,404S25668
Stressed,0.339319055,2,6.23.10,404S25668
Stressed,0.633180565,1,6.18.12,404S26670
Stressed,0.332281813,1,6.26.12,404S26868
Stressed,0.883504941,1,6.19.12,404S27470
Stressed,0.499455059,1,6.20.12,404S28068
Stressed,0.726951091,1,6.18.12,404S28270
Stressed,0.916816908,1,6.19.12,404S31468
Intermediate,0.8668829,1,6.26.12,404S32468
Stressed,0.656869002,1,6.19.12,404S33670
Stressed,0.778790684,1,6.21.12,404S34120
Intermediate,0.859514772,1,6.19.13,404S34230
Stressed,0.613248396,1,6.20.12,404S35270
Intermediate,0.581320408,1,6.25.12,404S35418
Intermediate,0.620077729,2,6.25.12,404S35418
Stressed,0.774809015,1,6.6.13,404S37670
Stressed,0.757792965,1,6.20.13,404S44210
Stressed,1.146454768,1,6.4.13,404S44532
Stressed,0.910198232,1,6.4.13,404S44642
Intermediate,0.848257208,1,6.3.13,404S45622
Intermediate,0.910557175,2,6.3.13,404S45622
Intermediate,1.134025775,1,6.18.13,404S45745
Intermediate,1.095477335,1,6.18.13,404S48200
Intermediate,0.908349741,1,6.16.10,405BH2Axx
Intermediate,0.841818635,2,6.16.10,405BH2Axx
Intermediate,0.923556263,3,6.16.10,405BH2Axx
NA,0.910510615,1,6.16.10,405BH2Bxx
Intermediate,1.183281922,1,6.17.10,405BH3Axx
Intermediate,1.186404351,2,6.17.10,405BH3Axx
Intermediate,0.984732732,3,6.17.10,405BH3Axx
NA,1.219478409,1,6.17.10,405BH3Bxx
Intermediate,1.211174642,1,6.17.10,405BH3Cxx
Reference,0.799813213,1,6.7.11,405BRCAMS
Reference,0.921641731,1,5.7.14,405BRCASG
Reference,0.9859361,1,5.28.08,405BRCSGR
Intermediate,0.978378635,1,7.6.15,405CE0280
Stressed,0.604961057,1,6.30.15,405M10598
Stressed,0.817561671,1,6.30.15,405M10599
Intermediate,1.076403255,1,5.21.08,405PS0030
Intermediate,1.083426111,1,7.8.15,405PS0030
Intermediate,0.863257169,1,5.28.08,405PS0036
Intermediate,0.806891682,2,5.28.08,405PS0036
Reference,1.101300399,1,5.28.08,405SGRAAG
Reference,0.938700112,1,3.27.09,405WER318
Reference,0.893580616,1,4.30.09,405WER318
Reference,0.948828114,1,6.2.09,405WER318
Reference,0.907661814,1,7.7.09,405WER318
Reference,0.946910964,1,8.18.09,405WER318
Stressed,0.550149229,1,6.24.15,407M01516
Stressed,0.324127176,1,5.5.08,408BA0036
Stressed,0.820045544,1,6.2.14,408BA0036
Stressed,0.957192891,2,6.2.14,408BA0036
Intermediate,0.626574485,1,5.6.08,408BA0268
Stressed,0.355559475,1,5.7.08,408BA0580
Intermediate,0.313862213,1,5.6.08,408BA0660
Intermediate,0.596373768,1,6.4.14,408BA0660
Stressed,0.446586806,1,5.7.08,408BA0836
Stressed,0.325983803,1,6.4.14,408BA0836
Stressed,0.696387385,1,5.8.08,408BA0916
Stressed,0.72158657,1,6.18.10,408BH5Axx
Stressed,0.399060432,1,6.18.10,408BH5Bxx
Stressed,0.645929291,1,6.18.10,408BH5Cxx
Stressed,0.696939053,1,6.21.10,408BH6Axx
Stressed,0.759689777,1,6.21.10,408BH6Bxx
Stressed,0.674572556,1,6.21.10,408BH6Cxx
Stressed,0.703567901,1,6.15.15,408M03005
Stressed,0.50361027,1,6.15.15,408M03015
Stressed,0.880556859,1,7.14.15,408M03019
Stressed,0.361542506,1,5.21.08,408PS0032
Intermediate,0.771447272,1,6.15.10,412BH1Axx
Intermediate,0.760013849,2,6.15.10,412BH1Axx
Intermediate,0.774273958,3,6.15.10,412BH1Axx
NA,0.838534549,1,6.15.10,412BH1Bxx
NA,0.79940425,1,6.15.10,412BH1Cxx
Intermediate,0.750676106,1,6.18.10,412BH4Axx
NA,0.778534102,1,6.18.10,412BH4Bxx
Stressed,0.803501499,1,6.18.10,412BH4Cxx
Stressed,0.729069759,2,6.18.10,412BH4Cxx
Stressed,0.61609265,3,6.18.10,412BH4Cxx
Stressed,0.587193712,1,7.16.15,412CE0232
Stressed,0.59605092,1,7.16.15,412M08597
Stressed,0.563186438,1,9.30.15,412M08599
Stressed,0.492415607,1,9.30.15,412M08602
Stressed,0.6348192,1,5.14.08,412PS0020
Stressed,0.377021906,1,5.22.08,412PS0020
Stressed,0.493787731,1,5.20.08,412PS0040
Stressed,0.326694972,1,5.20.08,412PS0052
Stressed,0.339371487,2,5.20.08,412PS0052
Intermediate,0.871878892,1,8.26.15,412WE0552
Intermediate,0.888862878,1,6.13.13,481S05856
Reference,0.89602305,1,7.27.10,504DCFRxx
NA,1.245982533,1,6.19.14,504FC1115
Stressed,0.928511648,1,6.30.08,504PS0019
Intermediate,1.130017001,1,7.1.08,504PS0051
Intermediate,0.909678376,1,6.17.09,504PS0083
Intermediate,1.087584166,1,6.23.08,504PS0147
Reference,1.19150473,1,8.12.09,504PS0227
Stressed,1.2096248,1,7.29.09,504PS0238
Stressed,0.93040018,1,6.9.09,504PS0243
Stressed,1.026345208,1,7.5.11,504PS0295
Stressed,1.104032802,2,7.5.11,504PS0295
Stressed,0.82552942,1,7.7.10,504PS0371
Intermediate,1.077017106,1,6.6.13,504PS0574
Stressed,1.090886771,1,6.4.13,504PS0595
Reference,0.929825434,1,7.2.13,504WE0527
Reference,0.937597181,2,7.2.13,504WE0527
Reference,0.872265904,1,8.4.10,505BMCMCR
Reference,1.071123603,2,8.4.10,505BMCMCR
NA,1.09394091,1,7.31.14,505FC1275
Reference,0.817067054,1,8.7.13,505LBCAMR
Reference,1.059485036,1,8.3.10,505PS0110
Reference,0.855376349,1,9.16.10,505PS0110
Intermediate,0.959634389,1,8.13.08,505PS0156
Intermediate,1.027604542,2,8.13.08,505PS0156
Reference,0.966336706,1,9.27.11,505PS0174
Intermediate,1.010597221,1,9.26.11,505PS0940
Intermediate,0.995742274,1,8.21.13,505PS1180
Intermediate,0.883236786,1,8.7.13,505PS1180
Intermediate,0.851959759,1,7.2.08,506PS0003
Intermediate,1.111506267,1,7.28.09,506PS0003
Intermediate,0.897750079,1,7.29.08,506PS0003
Intermediate,0.921340507,1,9.14.10,506PS0003
Reference,0.904971273,1,9.15.08,506PS0062
Intermediate,1.267275083,1,8.5.08,507BCSFBM
Intermediate,0.899716387,1,8.12.14,507BTC269
Intermediate,1.111711795,1,10.22.14,507DCABSF
Intermediate,1.169855224,1,10.22.14,507DCBLLB
Reference,0.903927452,1,7.17.12,507MZCAML
Reference,0.950045582,2,7.17.12,507MZCAML
Intermediate,0.990683645,1,6.29.09,507PS0122
Intermediate,1.053724032,1,8.4.10,507PS0142
Stressed,1.053877092,1,7.13.11,507PS0286
Intermediate,0.983714598,1,9.8.11,507PS0314
Stressed,0.99951502,1,10.21.14,507RCABRS
Intermediate,1.027363186,1,10.21.14,507RCBLPF
Stressed,1.244836355,1,7.16.13,508CR1011
Intermediate,0.975003236,1,7.2.08,508PS0042
Intermediate,0.953888473,1,7.20.11,508PS0298
Intermediate,1.047873078,2,7.20.11,508PS0298
Intermediate,1.07293062,1,7.1.13,508PS0458
Stressed,0.880391558,1,6.3.13,508PS0618
Reference,1.12382392,1,7.30.08,509ACNFPP
Reference,1.061138152,1,9.16.08,509ACNFPP
Reference,0.874923646,1,9.25.14,509ACNFPP
Reference,0.996883504,1,7.16.08,509ACSFPP
Reference,1.095051482,1,7.14.08,509ATCINC
Intermediate,1.04057735,1,5.21.09,509BCCBPW
Intermediate,1.042406659,1,6.10.09,509BCCBPW
Intermediate,1.007951696,1,7.9.09,509BCCBPW
Intermediate,0.900080667,1,8.10.09,509BCCBPW
Intermediate,0.976712297,1,9.10.09,509BCCBPW
Stressed,1.048592411,1,8.13.08,509BCCH32
Reference,1.024197894,1,8.31.11,509BSCADC
Reference,1.004858561,1,8.24.10,509CBCADC
Reference,1.029768408,1,7.10.12,509CTCADC
Reference,1.021923221,1,7.7.08,509CWCPLR
Intermediate,1.149763333,1,8.21.08,509DCPWxx
Intermediate,0.944154331,1,8.29.11,509DRCBPC
Reference,1.111536081,1,8.27.13,509FCA054
Reference,0.928090594,1,7.30.08,509ICPPCX
Reference,1.080041858,1,9.10.08,509ICPPCX
Reference,0.922033855,1,8.6.13,509MLC145
Reference,1.03519027,1,7.15.08,509PCDTWR
Reference,0.821010348,1,9.3.08,509PCDTWR
Reference,0.705713623,1,7.2.14,509PMC197
Intermediate,1.146162585,1,8.26.10,509PS0049
Intermediate,1.096922907,1,9.13.10,509PS0049
Reference,1.117218358,1,9.7.11,509PS0085
Reference,1.057942816,2,9.7.11,509PS0085
Reference,0.988408699,1,7.26.10,509PS0170
Reference,1.280824375,1,7.21.11,509PS0234
Reference,1.114554256,1,8.15.11,509PS0234
Reference,1.012428266,1,9.12.12,509PS0334
Stressed,1.106855217,1,6.3.13,510CR1007
Stressed,0.806564986,1,6.25.08,511CCC505
Stressed,0.84585326,1,7.28.14,511FC1357
Stressed,0.730634646,1,6.25.08,511PS0081
Stressed,0.72478704,1,6.24.08,511PS0145
Stressed,0.808907254,1,7.8.09,511PS0209
Stressed,0.758876317,1,9.23.10,511PS0401
Stressed,0.765358025,2,9.23.10,511PS0401
Stressed,0.651869247,1,5.19.14,511PS0657
Reference,0.89902937,1,9.10.08,513BTCACC
Reference,1.178748154,2,9.10.08,513BTCACC
Reference,0.858420224,1,7.16.14,513CCNASC
Reference,1.289826503,1,6.11.09,513PS0008
Reference,1.196976684,1,6.25.08,513PS0008
Reference,0.978470005,1,8.7.08,513PS0008
Reference,0.935071579,1,9.1.10,513PS0008
Intermediate,0.49568858,1,6.25.08,513PS0024
Intermediate,0.796743842,1,8.17.09,513PS0088
Intermediate,1.094594121,2,8.17.09,513PS0088
Reference,0.803406734,1,7.30.12,513PS0200
Intermediate,1.003902972,1,7.27.11,513PS0248
Reference,1.032698154,1,6.12.14,513STCAIV
Reference,0.96933142,1,6.27.12,513STCAIV
Reference,1.160640144,1,5.20.09,513UNCAKC
Reference,0.928696675,1,6.4.09,513UNCAKC
Reference,1.122431102,1,7.13.09,513UNCAKC
Reference,1.189609508,1,8.13.09,513UNCAKC
Reference,1.072558571,1,9.10.08,513UNCAKC
Reference,1.031435979,2,9.10.08,513UNCAKC
Reference,1.110391244,1,9.23.09,513UNCAKC
Reference,1.124958396,1,9.27.11,514BMCARC
Reference,1.063960835,1,10.9.08,514BRUUPX
Reference,1.115730154,2,10.9.08,514BRUUPX
Intermediate,1.111355268,1,10.12.10,514DNCLDC
Reference,1.117650403,1,7.22.10,514DNCLDC
Reference,1.104619263,1,9.7.10,514DNCLDC
NA,0.743103178,1,5.27.14,514FC1215
